Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,chosen_option,reasoning,chosen_original_option
C1_15_A_NI,C1_15,256,1,ambiguous,non-ironic,a,They felt very well-rested after the sleepover.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: After the sleepover, they were tired.
Target utterance: They said:  """"We never felt more tired in our lifes.""""
What meaning is They most likely conveying?
a. They felt very well-rested after the sleepover.
b. They did sleep overs once a year.
c. They rested the heavy boxes on the floor.
d. They felt really exhausted after the sleepover.
Answer:
","d
","['a', 'd', 'c', 'b']",4,A_NI,d,,b
C1_16_UA_I,C1_16,14,1,unambiguous,ironic,d,Deep down I felt completely unprepared for the exam.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Right before my exam, I felt really exhausted.
Target utterance: I said: """"I have never felt more ready.""""
What meaning is I most likely conveying?
a. I felt fully prepared and ready for the exam.
b. Dinner was ready by seven o'clock.
c. The exam started at nine o'clock.
d. Deep down I felt completely unprepared for the exam.
Answer:
","a
","['a', 'c', 'd', 'b']",4,UA_I,a,,a
C1_17_UA_NI,C1_17,118,1,unambiguous,non-ironic,d,Her idea was innovative.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She had a novel idea.
Target utterance: She said: """"Truly ahead of its time.""""
What meaning is She most likely conveying?
a. Her idea was outdated.
b. She had arrived early.
c. She had the idea to redecorate her office.
d. Her idea was innovative.
Answer:
","d
","['b', 'c', 'd', 'a']",4,UA_NI,d,,a
C1_18_A_I,C1_18,272,1,ambiguous,ironic,b,"In his view, it was a stale approach he had seen many times before.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: It was a new approach. 
Target utterance: He said: """"How refreshingly innovative.""""
What meaning is He most likely conveying?
a. He found the approach genuinely new and creative.
b. In his view, it was a stale approach he had seen many times before.
c. Refreshments were served at the end of the presentation.
d. He researched new approaches for several months.
Answer:
","a
","['a', 'b', 'c', 'd']",4,A_I,a,,a
C1_19_A_NI,C1_19,32,1,ambiguous,non-ironic,a,She found the tradition beautifully enduring and meaningful.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The tradition was new.
Target utterance: She said: """"How wonderfully timeless.""""
What meaning is She most likely conveying?
a. She found the tradition beautifully enduring and meaningful.
b. She read about the tradition in a local history book.
c. To her, the tradition felt stale and long past its use.
d. The clock ticked for over a century.
Answer:
","a
","['a', 'd', 'b', 'c']",4,A_NI,a,,a
C1_20_UA_I,C1_20,125,1,unambiguous,ironic,d,She was disappointed with the smell of her car.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She bought a novel car.
Target utterance: She says: """"I just love the new car smell.""""
What meaning is She most likely conveying?
a. She took her car to the gas station.
b. She could smell what her husband was cooking.
c. She liked the smell of her car.
d. She was disappointed with the smell of her car.
Answer:
","c
","['d', 'c', 'a', 'b']",4,UA_I,c,,a
C1_21_UA_NI,C1_21,221,1,unambiguous,non-ironic,c,The birthday party was a great success.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She left the birthday party feeling miserable.
Target utterance: She says: """"Truly a night to remember.""""
What meaning is She most likely conveying?
a. The birthday party was a disappointment.
b. She planned her next birthday party.
c. The birthday party was a great success.
d. She had trouble remembering things.
Answer:
","a
","['b', 'd', 'a', 'c']",4,UA_NI,a,,b
C1_22_A_I,C1_22,146,1,ambiguous,ironic,d,"The wedding had been a dull, disappointing event from start to finish.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She left the wedding feeling sad.
Target utterance: She says: """"What a magical day.""""
What meaning is She most likely conveying?
a. The wedding was a beautiful and enchanting occasion.
b. The magician wowed all the guests at the reception.
c. She helped organise the flowers for the wedding beforehand.
d. The wedding had been a dull, disappointing event from start to finish.
Answer:
","a
","['a', 'c', 'd', 'b']",4,A_I,a,,a
C1_23_A_NI,C1_23,45,1,ambiguous,non-ironic,b,They had found the film dull from start to finish.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They left the cinema feeling sad.
Target utterance: They say: """"What a painfull film.""""
What meaning is They most likely conveying?
a. They went to the same cinema as always.
b. They had found the film dull from start to finish.
c. They had found the film funny from start to finish.
d. The injection was over quickly, but it was painful.
Answer:
","b
","['d', 'a', 'b', 'c']",4,A_NI,b,,a
C1_24_UA_I,C1_24,169,1,unambiguous,ironic,b,The message brought negative news.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She received a message and was miserable.
Target utterance: She says: """"These are amazing news.""""
What meaning is She most likely conveying?
a. What she read was news to her.
b. The message brought negative news.
c. She wanted to send a message.
d. The message brought good news.
Answer:
","d
","['c', 'b', 'd', 'a']",4,UA_I,d,,a
C1_25_UA_NI,C1_25,92,1,unambiguous,non-ironic,b,Her exam answers were impressively smart.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Her answers in the exam were idiotic.
Target utterance: She says: """"What a genius.""""
What meaning is She most likely conveying?
a. She had a high IQ.
b. Her exam answers were impressively smart.
c. Her exam answers were embarrassingly poor.
d. She studied for her next exam.
Answer:
","b
","['c', 'a', 'b', 'd']",4,UA_NI,b,,a
C1_26_A_I,C1_26,225,1,ambiguous,ironic,d,"As far as they were concerned, it was a poor suggestion.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Their colleague's suggestion was stupid.
Target utterance: They said: """"We really had luck with that one.""""
What meaning is They most likely conveying?
a. They got lucky at the casino.
b. They thought that every project starts with a suggestion.
c. They were genuinely fortunate to have such a strong suggestion.
d. As far as they were concerned, it was a poor suggestion.
Answer:
","a
","['c', 'd', 'a', 'b']",4,A_I,a,,c
C1_27_A_NI,C1_27,30,1,ambiguous,non-ironic,d,His argument was strong and well presented.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His argument in the debate was stupid.
Target utterance: She says: """"What a master of rhetoric.""""
What meaning is She most likely conveying?
a. His argument was weak and poorly constructed.
b. Sokrates was a master of rhetoric.
c. She had an argument with him that night.
d. His argument was strong and well presented.
Answer:
","a
","['b', 'c', 'd', 'a']",4,A_NI,a,,b
C1_28_UA_I,C1_28,47,1,unambiguous,ironic,d,She believed that his business plan would fail.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His business plan was brilliant.
Target utterance: She says: """"We will make lots of money with this.""""
What meaning is He most likely conveying?
a. She believed that his business plan would be successful.
b. He asked a colleague for help with his business plan.
c. She was interested in making lots of money.
d. She believed that his business plan would fail.
Answer:
","a
","['a', 'd', 'c', 'b']",4,UA_I,a,,a
C1_29_UA_NI,C1_29,261,1,unambiguous,non-ironic,a,The restaurant visit was genuinely outstanding.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: After the restaurant visit he was starving.
Target utterance: He says: """"Best dinner ever.""""
What meaning is He most likely conveying?
a. The restaurant visit was genuinely outstanding.
b. The restaurant visit was a real disappointment.
c. He looked forward to this restaurant visit for weeks.
d. It was the best-reviewed dinner spot in the whole city.
Answer:
","a
","['a', 'b', 'd', 'c']",4,UA_NI,a,,a
C1_30_A_I,C1_30,139,1,ambiguous,ironic,d,There had been very little worth eating at the buffet.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He left the buffet feeling hungry.
Target utterance: He says: """"Truly a feast for the senses."" ""
What meaning is He most likely conveying?
a. Diners often have a buffet.
b. The buffet was a rich.
c. The feast was celebrated every year in their village.
d. There had been very little worth eating at the buffet.
Answer:
","a
","['d', 'a', 'c', 'b']",4,A_I,a,,d
C1_31_A_NI,C1_31,260,1,ambiguous,non-ironic,b,The picnic was nourishing and genuinely enjoyable.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They left the picnic feeling hungry.
Target utterance: They say: """"Food for the soul.""""
What meaning is They most likely conveying?
a. They spent the morning preparing sandwiches for the picnic.
b. The picnic was nourishing and genuinely enjoyable.
c. There was barely anything to eat; they left unsatisfied.
d. She always kept her soul music collection in good order.
Answer:
","b
","['d', 'a', 'b', 'c']",4,A_NI,b,,a
C1_32_UA_I,C1_32,228,1,unambiguous,ironic,a,The waiter had forgotten to fill his plate and he did not eat anything.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He looked at the empty plate in front of him and was starving.
Target utterance: He says: """"No way I could eat more."" ""
What meaning is He most likely conveying?
a. The waiter had forgotten to fill his plate and he did not eat anything.
b. He went to a stylish pottery to buy a special plate.
c. His plate had been full with food and he ate it all up.
d. He prefers to eat his lunch alone.
Answer:
","a
","['b', 'd', 'a', 'c']",4,UA_I,a,,b
C1_33_UA_NI,C1_33,24,1,unambiguous,non-ironic,d,The library was a calm and quiet environment.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She walked into the library and it was inaudible.
Target utterance: She says: """"Perfect place to concentrate.""""
What meaning is She most likely conveying?
a. She asked her colleague for a place to concentrate.
b. She looked for a new book in the library.
c. The library was far too noisy to concentrate.
d. The library was a calm and quiet environment.
Answer:
","a
","['c', 'd', 'b', 'a']",4,UA_NI,a,,c
C1_34_A_I,C1_34,25,1,ambiguous,ironic,d,The concert was pretty loud.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: We came back from a concert which was quiet.
Target utterance: I say: """"I've almost gone deaf.""""
What meaning is She most likely conveying?
a. The concert was surprisingly quiet.
b. I was looking forward to the next concert.
c. My grandfather is deaf.
d. The concert was pretty loud.
Answer:
","c
","['a', 'd', 'c', 'b']",4,A_I,c,,c
C1_35_A_NI,C1_35,31,1,ambiguous,non-ironic,a,The movie was too quiet to hear.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context:  She watched a movie in the theater and found it quiet.
Target utterance: She says: """"It was so difficult to hear.""""
What meaning is She most likely conveying?
a. The movie was too quiet to hear.
b. The movie was very loud.
c. She generally has difficulties with her hearing.
d. Watching a movie in the theater is a real event.
Answer:
","a
","['a', 'b', 'c', 'd']",4,A_NI,a,,a
C1_36_UA_I,C1_36,29,1,unambiguous,ironic,d,He would expected to hear louder music from his neighbours' party.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His neighbours' music was inaudible.
Target utterance: He says: """"It seems like they are having a great party.""""
What meaning is He most likely conveying?
a. He likes talking about pop music.
b. He thinks that his neighbours' are having a great party with music.
c. He is still unsure which party to vote for in the upcoming elections.
d. He would expected to hear louder music from his neighbours' party.
Answer:
","b
","['d', 'a', 'c', 'b']",4,UA_I,b,,a
C1_37_UA_NI,C1_37,53,1,unambiguous,non-ironic,a,The questions required thorough preparation to answer.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She prepared impossible questions for the students.
Target utterance: She says: """"I hope they're prepared for this.""""
What meaning is She most likely conveying?
a. The questions required thorough preparation to answer.
b. She posted the question on the class forum.
c. She had never felt so well prepared for a meeting.
d. The questions were straightforward and required little effort.
Answer:
","a
","['a', 'd', 'c', 'b']",4,UA_NI,a,,a
C1_38_A_I,C1_38,172,1,ambiguous,ironic,a,Booking the appointment was frustrating and difficult.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He booked an appointment through a system which was difficult to use.
Target utterance: He says:  """"That was about as easy as it gets.""""
What meaning is He most likely conveying?
a. Booking the appointment was frustrating and difficult.
b. He decided to cancel the appointment.
c. Booking the appointment was straightforward and effortless.
d. He always found parallel parking easy as it gets.
Answer:
","a
","['b', 'd', 'a', 'c']",4,A_I,a,,b
C1_39_A_NI,C1_39,233,1,ambiguous,non-ironic,a,Completing the task was a genuine sign of intelligence.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They finished a difficult task for their maths lesson.
Target utterance: They say: """"We must be very smart.""""
What meaning is They most likely conveying?
a. Completing the task was a genuine sign of intelligence.
b. Anyone could have done the task, no special abilities required.
c. They were always smart about managing their money.
d. They were given another task after the math lesson.
Answer:
","a
","['a', 'b', 'c', 'd']",4,A_NI,a,,a
