Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,option_logits_raw,confidence_dist,confidence_top_prob,chosen_option,reasoning,chosen_original_option,rsa_l0,rsa_s1,rsa_l1,rsa_final,rsa_raw_text
C1_11_A_I,C1_11,131,1,ambiguous,ironic,d,Seeing the pilot made her feel even more anxious.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She noticed the fearless pilot before boarding.
Target utterance: She said: """"That really shook me up.""""
What meaning is She most likely conveying?
a. She dated a pilot for several months.
b. She settled into her seat and fastened the belt.
c. Seeing the pilot put her completely at ease.
d. Seeing the pilot made her feel even more anxious.
Answer:
","d
","['d', 'c', 'a', 'b']",3,A_I,"{'a': 19.5, 'b': 18.125, 'c': 20.0, 'd': 34.25}","{'a': 3.927858926999761e-07, 'b': 9.931182631817137e-08, 'c': 6.475944474004791e-07, 'd': 0.9999988079071045}",0.9999988079071045,d,,b,,,,,d
C1_12_A_NI,C1_12,183,1,ambiguous,non-ironic,a,His father showed no fear at all.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He saw his fearless father.
Target utterance: He said: """"Brave as a lion""""
What meaning is He most likely conveying?
a. His father showed no fear at all.
b. His father's face was full of fear.
c. The lion prowled across the savannah.
d. His father wore a blue jacket.
Answer:
","a
","['a', 'b', 'c', 'd']",3,A_NI,"{'a': 37.5, 'b': 21.75, 'c': 19.75, 'd': 21.25}","{'a': 0.9999997615814209, 'b': 1.4449798868554353e-07, 'c': 1.9555676189497717e-08, 'd': 8.764246217651817e-08}",0.9999997615814209,a,,a,,,,,a
C1_13_UA_I,C1_13,273,1,unambiguous,ironic,b,"His girlfriend clearly looked worn out, not refreshed at all.",Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He saw his hyperactive girlfriend.
Target utterance: He said: """"You look like you've been awake since birth.""""
What meaning is He most likely conveying?
a. He was planning to surprise his girlfriend with a home-cooked meal.
b. His girlfriend clearly looked worn out, not refreshed at all.
c. He had just bought her a refreshing cold drink.
d. To him, his girlfriend looked well-rested and full of energy.
Answer:
","b
","['d', 'b', 'c', 'a']",3,UA_I,"{'a': 22.375, 'b': 36.25, 'c': 22.375, 'd': 22.625}","{'a': 9.422425932825718e-07, 'b': 0.9999969005584717, 'c': 9.422425932825718e-07, 'd': 1.209863398798916e-06}",0.9999969005584717,b,,b,,,,,b
C1_14_UA_NI,C1_14,98,1,unambiguous,non-ironic,b,Her colleague seemed very energetic today.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She saw her hyperactive colleague.
Target utterance: She said: """"You seem so full of energy today.""""
What meaning is She most likely conveying?
a. She was redecorating the office of her colleague.
b. Her colleague seemed very energetic today.
c. She filled up the car with energy.
d. Her colleague seemed very tired today.
Answer:
","b
","['d', 'a', 'c', 'b']",3,UA_NI,"{'a': 22.5, 'b': 37.0, 'c': 22.875, 'd': 22.875}","{'a': 5.043467012910696e-07, 'b': 0.9999980926513672, 'c': 7.338201157836011e-07, 'd': 7.338201157836011e-07}",0.9999980926513672,b,,a,,,,,b
C1_15_A_I,C1_15,142,1,ambiguous,ironic,d,They felt really exhausted after the sleepover.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: After the sleepover, they were energetic.
Target utterance: They said:  """"We never felt more tired in our lifes.""""
What meaning is They most likely conveying?
a. They did sleep overs once a year.
b. They felt very well-rested after the sleepover.
c. They rested the heavy boxes on the floor.
d. They felt really exhausted after the sleepover.
Answer:
","d
","['d', 'a', 'c', 'b']",3,A_I,"{'a': 19.125, 'b': 17.625, 'c': 19.125, 'd': 34.25}","{'a': 2.699576384657121e-07, 'b': 6.023569909530124e-08, 'c': 2.699576384657121e-07, 'd': 0.9999992847442627}",0.9999992847442627,d,,b,,,,,d
C1_16_A_NI,C1_16,143,1,ambiguous,non-ironic,b,I felt fully prepared and ready for the exam.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Right before my exam, I felt really energetic
Target utterance: I said: """"I have never felt more ready.""""
What meaning is I most likely conveying?
a. Dinner was ready by seven o'clock.
b. I felt fully prepared and ready for the exam.
c. The exam started at nine o'clock.
d. Deep down I felt completely unprepared for the exam.
Answer:
","b
","['c', 'a', 'd', 'b']",3,A_NI,"{'a': 22.625, 'b': 38.0, 'c': 23.75, 'd': 23.625}","{'a': 2.1024308693995408e-07, 'b': 0.9999985694885254, 'c': 6.475943337136414e-07, 'd': 5.71499981560919e-07}",0.9999985694885254,b,,a,,,,,b
C1_17_UA_I,C1_17,116,1,unambiguous,ironic,d,Her idea was outdated.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She had an ancient idea.
Target utterance: She said: """"Truly ahead of its time.""""
What meaning is She most likely conveying?
a. Her idea was innovative.
b. She had arrived early.
c. She had the idea to redecorate her office.
d. Her idea was outdated.
Answer:
","a
","['a', 'c', 'd', 'b']",3,UA_I,"{'a': 38.5, 'b': 22.125, 'c': 20.0, 'd': 22.125}","{'a': 0.9999998807907104, 'b': 7.734421103577915e-08, 'c': 9.23744902792123e-09, 'd': 7.734421103577915e-08}",0.9999998807907104,a,,a,,,,,a
C1_18_UA_NI,C1_18,280,1,unambiguous,non-ironic,b,He found the approach genuinely new and creative.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: It was an ancient approach. 
Target utterance: He said: """"How refreshingly innovative.""""
What meaning is He most likely conveying?
a. He researched new approaches for several months.
b. He found the approach genuinely new and creative.
c. Refreshments were served at the end of the presentation.
d. In his view, it was a stale approach he had seen many times before.
Answer:
","b
","['d', 'a', 'c', 'b']",3,UA_NI,"{'a': 22.875, 'b': 38.0, 'c': 23.625, 'd': 25.0}","{'a': 2.699570131881046e-07, 'b': 0.9999969005584717, 'c': 5.714990152227983e-07, 'd': 2.2603223897021962e-06}",0.9999969005584717,b,,a,,,,,b
C1_19_A_I,C1_19,286,1,ambiguous,ironic,b,"To her, the tradition felt stale and long past its use.",Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The tradition was old.
Target utterance: She said: """"How wonderfully timeless.""""
What meaning is She most likely conveying?
a. She read about the tradition in a local history book.
b. To her, the tradition felt stale and long past its use.
c. She found the tradition beautifully enduring and meaningful.
d. The clock ticked for over a century.
Answer:
","c
","['d', 'b', 'a', 'c']",3,A_I,"{'a': 17.5, 'b': 17.75, 'c': 30.875, 'd': 18.5}","{'a': 1.5534881185885752e-06, 'b': 1.9947183318436146e-06, 'c': 0.9999922513961792, 'd': 4.222818461130373e-06}",0.9999922513961792,c,,a,,,,,c
C1_20_A_NI,C1_20,201,1,ambiguous,non-ironic,c,She liked the smell of her car.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She bought an old car.
Target utterance: She says: """"I just love the new car smell.""""
What meaning is She most likely conveying?
a. She took her car to the gas station.
b. She was disappointed with the smell of her car.
c. She liked the smell of her car.
d. She could smell what her husband was cooking.
Answer:
","c
","['d', 'b', 'a', 'c']",3,A_NI,"{'a': 17.5, 'b': 17.625, 'c': 30.5, 'd': 18.0}","{'a': 2.2603101115237223e-06, 'b': 2.5612666831875686e-06, 'c': 0.9999914169311523, 'd': 3.7266211165842833e-06}",0.9999914169311523,c,,a,,,,,c
C1_21_UA_I,C1_21,166,1,unambiguous,ironic,b,The birthday party was a disappointment.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She left the birthday party feeling delighted.
Target utterance: She says: """"Truly a night to remember.""""
What meaning is She most likely conveying?
a. The birthday party was a great success.
b. The birthday party was a disappointment.
c. She had trouble remembering things.
d. She planned her next birthday party.
Answer:
","a
","['a', 'b', 'c', 'd']",3,UA_I,"{'a': 39.5, 'b': 22.625, 'c': 20.5, 'd': 21.75}","{'a': 0.9999998807907104, 'b': 4.691163368875095e-08, 'c': 5.602795560832874e-09, 'd': 1.9555679742211396e-08}",0.9999998807907104,a,,a,,,,,a
C1_22_UA_NI,C1_22,213,1,unambiguous,non-ironic,a,The wedding was a beautiful and enchanting occasion.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She left the wedding feeling delighted.
Target utterance: She says: """"What a magical day.""""
What meaning is She most likely conveying?
a. The wedding was a beautiful and enchanting occasion.
b. The magician wowed all the guests at the reception.
c. She helped organise the flowers for the wedding beforehand.
d. The wedding had been a dull, disappointing event from start to finish.
Answer:
","a
","['a', 'c', 'd', 'b']",3,UA_NI,"{'a': 38.75, 'b': 22.125, 'c': 19.5, 'd': 21.75}","{'a': 0.9999998807907104, 'b': 6.023573462243803e-08, 'c': 4.363461592049589e-09, 'd': 4.139937104241653e-08}",0.9999998807907104,a,,a,,,,,a
C1_23_A_I,C1_23,49,1,ambiguous,ironic,c,They had found the film funny from start to finish.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They left the cinema feeling happy.
Target utterance: They say: """"What a painfull film.""""
What meaning is They most likely conveying?
a. The injection was over quickly, but it was painful.
b. They had found the film dull from start to finish.
c. They had found the film funny from start to finish.
d. They went to the same cinema as always.
Answer:
","b
","['c', 'a', 'b', 'd']",3,A_I,"{'a': 22.75, 'b': 36.75, 'c': 23.375, 'd': 23.0}","{'a': 8.31525824196433e-07, 'b': 0.999996542930603, 'c': 1.5534948261120007e-06, 'd': 1.0677003956516273e-06}",0.999996542930603,b,,a,,,,,b
C1_24_A_NI,C1_24,107,1,ambiguous,non-ironic,a,The message brought good news.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She received a message and was happy.
Target utterance: She says: """"These are amazing news.""""
What meaning is She most likely conveying?
a. The message brought good news.
b. The message brought negative news.
c. She wanted to send a message.
d. What she read was news to her.
Answer:
","a
","['a', 'b', 'd', 'c']",3,A_NI,"{'a': 39.25, 'b': 22.625, 'c': 20.125, 'd': 21.625}","{'a': 0.9999998807907104, 'b': 6.023573462243803e-08, 'c': 4.94445018262013e-09, 'd': 2.2159488466400035e-08}",0.9999998807907104,a,,a,,,,,a
C1_25_UA_I,C1_25,161,1,unambiguous,ironic,d,Her exam answers were embarrassingly poor.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Her answers in the exam were brilliant.
Target utterance: She says: """"What a genius.""""
What meaning is She most likely conveying?
a. She studied for her next exam.
b. Her exam answers were impressively smart.
c. She had a high IQ.
d. Her exam answers were embarrassingly poor.
Answer:
","b
","['d', 'a', 'c', 'b']",3,UA_I,"{'a': 23.375, 'b': 38.5, 'c': 24.25, 'd': 23.625}","{'a': 2.6995749635716493e-07, 'b': 0.9999986886978149, 'c': 6.475943905570603e-07, 'd': 3.466323050815845e-07}",0.9999986886978149,b,,a,,,,,b
C1_26_UA_NI,C1_26,185,1,unambiguous,non-ironic,a,They were genuinely fortunate to have such a strong suggestion.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Their colleague's suggestion was brilliant.
Target utterance: They said: """"We really had luck with that one.""""
What meaning is They most likely conveying?
a. They were genuinely fortunate to have such a strong suggestion.
b. As far as they were concerned, it was a poor suggestion.
c. They thought that every project starts with a suggestion.
d. They got lucky at the casino.
Answer:
","a
","['a', 'b', 'd', 'c']",3,UA_NI,"{'a': 38.25, 'b': 21.5, 'c': 19.25, 'd': 21.0}","{'a': 0.9999998807907104, 'b': 5.315784434856141e-08, 'c': 5.602795560832874e-09, 'd': 3.224186428951725e-08}",0.9999998807907104,a,,a,,,,,a
C1_27_A_I,C1_27,232,1,ambiguous,ironic,d,His argument was weak and poorly constructed.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His argument in the debate was intelligent.
Target utterance: She says: """"What a master of rhetoric.""""
What meaning is She most likely conveying?
a. She had an argument with him that night.
b. His argument was strong and well presented.
c. Sokrates was a master of rhetoric.
d. His argument was weak and poorly constructed.
Answer:
","b
","['d', 'a', 'c', 'b']",3,A_I,"{'a': 22.5, 'b': 37.75, 'c': 23.625, 'd': 23.0}","{'a': 2.3823665173949848e-07, 'b': 0.9999986886978149, 'c': 7.33820570530952e-07, 'd': 3.9278583585655724e-07}",0.9999986886978149,b,,a,,,,,b
C1_28_A_NI,C1_28,246,1,ambiguous,non-ironic,b,She believed that his business plan would be successful.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His business plan was intelligent.
Target utterance: She says: """"We will make lots of money with this.""""
What meaning is He most likely conveying?
a. He asked a colleague for help with his business plan.
b. She believed that his business plan would be successful.
c. She was interested in making lots of money.
d. She believed that his business plan would fail.
Answer:
","b
","['d', 'a', 'c', 'b']",3,A_NI,"{'a': 22.5, 'b': 37.0, 'c': 23.25, 'd': 23.375}","{'a': 5.043463033871376e-07, 'b': 0.9999972581863403, 'c': 1.0677010777726537e-06, 'd': 1.209863853546267e-06}",0.9999972581863403,b,,a,,,,,b
C1_29_UA_I,C1_29,148,1,unambiguous,ironic,b,The restaurant visit was a real disappointment.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: After the restaurant visit he was full.
Target utterance: He says: """"Best dinner ever.""""
What meaning is He most likely conveying?
a. The restaurant visit was genuinely outstanding.
b. The restaurant visit was a real disappointment.
c. He looked forward to this restaurant visit for weeks.
d. It was the best-reviewed dinner spot in the whole city.
Answer:
","a
","['a', 'b', 'd', 'c']",3,UA_I,"{'a': 38.5, 'b': 21.75, 'c': 19.625, 'd': 21.375}","{'a': 0.9999998807907104, 'b': 5.315784434856141e-08, 'c': 6.3487992640887114e-09, 'd': 3.653481783771895e-08}",0.9999998807907104,a,,a,,,,,a
