Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,option_logits_raw,confidence_dist,confidence_top_prob,chosen_option,reasoning,chosen_original_option,rsa_l0,rsa_s1,rsa_l1,rsa_final,rsa_raw_text
C1_11_A_NI,C1_11,244,1,ambiguous,non-ironic,a,Seeing the pilot put her completely at ease.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She noticed the scared pilot before boarding.
Target utterance: She said: """"That really shook me up.""""
What meaning is She most likely conveying?
a. Seeing the pilot put her completely at ease.
b. She settled into her seat and fastened the belt.
c. Seeing the pilot made her feel even more anxious.
d. She dated a pilot for several months.
Answer:
","c
","['a', 'c', 'b', 'd']",4,A_NI,"{'a': 18.125, 'b': 18.5, 'c': 31.875, 'd': 19.25}","{'a': 1.067697667167522e-06, 'b': 1.5534909607595182e-06, 'c': 0.9999940395355225, 'd': 3.288740344942198e-06}",0.9999940395355225,c,,b,,,,,c
C1_12_UA_I,C1_12,207,1,unambiguous,ironic,a,His father's face was full of fear.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He saw his petrified father.
Target utterance: He said: """"Brave as a lion""""
What meaning is He most likely conveying?
a. His father's face was full of fear.
b. The lion prowled across the savannah.
c. His father wore a blue jacket.
d. His father showed no fear at all.
Answer:
",a,"['b', 'c', 'd', 'a']",4,UA_I,"{'a': 38.25, 'b': 21.25, 'c': 19.25, 'd': 21.375}","{'a': 0.9999998807907104, 'b': 4.139937104241653e-08, 'c': 5.602795560832874e-09, 'd': 4.691163368875095e-08}",0.9999998807907104,a,,b,,,,,a
C1_13_UA_NI,C1_13,48,1,unambiguous,non-ironic,a,"To him, his girlfriend looked well-rested and full of energy.",Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He saw his exhausted girlfriend.
Target utterance: He said: """"You look like you've been awake since birth.""""
What meaning is He most likely conveying?
a. To him, his girlfriend looked well-rested and full of energy.
b. He was planning to surprise his girlfriend with a home-cooked meal.
c. His girlfriend clearly looked worn out, not refreshed at all.
d. He had just bought her a refreshing cold drink.
Answer:
","c
","['a', 'd', 'b', 'c']",4,UA_NI,"{'a': 17.625, 'b': 17.625, 'c': 30.25, 'd': 18.125}","{'a': 3.288720336058759e-06, 'b': 3.288720336058759e-06, 'c': 0.9999879598617554, 'd': 5.42218276677886e-06}",0.9999879598617554,c,,b,,,,,c
C1_14_A_I,C1_14,248,1,ambiguous,ironic,d,Her colleague seemed very tired today.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She saw her tired colleague.
Target utterance: She said: """"You seem so full of energy today.""""
What meaning is She most likely conveying?
a. She was redecorating the office of her colleague.
b. Her colleague seemed very energetic today.
c. She filled up the car with energy.
d. Her colleague seemed very tired today.
Answer:
","b
","['d', 'a', 'c', 'b']",4,A_I,"{'a': 22.75, 'b': 37.5, 'c': 23.125, 'd': 23.375}","{'a': 3.927856937480101e-07, 'b': 0.9999983310699463, 'c': 5.714998110306624e-07, 'd': 7.338202863138577e-07}",0.9999983310699463,b,,a,,,,,b
C1_15_A_NI,C1_15,256,1,ambiguous,non-ironic,a,They felt very well-rested after the sleepover.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: After the sleepover, they were tired.
Target utterance: They said:  """"We never felt more tired in our lifes.""""
What meaning is They most likely conveying?
a. They felt very well-rested after the sleepover.
b. They did sleep overs once a year.
c. They rested the heavy boxes on the floor.
d. They felt really exhausted after the sleepover.
Answer:
","d
","['a', 'd', 'c', 'b']",4,A_NI,"{'a': 18.875, 'b': 17.125, 'c': 18.5, 'd': 34.0}","{'a': 2.6995769530913094e-07, 'b': 4.691161947789624e-08, 'c': 1.8553905078988464e-07, 'd': 0.9999995231628418}",0.9999995231628418,d,,b,,,,,d
C1_16_UA_I,C1_16,14,1,unambiguous,ironic,d,Deep down I felt completely unprepared for the exam.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Right before my exam, I felt really exhausted.
Target utterance: I said: """"I have never felt more ready.""""
What meaning is I most likely conveying?
a. I felt fully prepared and ready for the exam.
b. Dinner was ready by seven o'clock.
c. The exam started at nine o'clock.
d. Deep down I felt completely unprepared for the exam.
Answer:
","a
","['a', 'c', 'd', 'b']",4,UA_I,"{'a': 40.0, 'b': 23.125, 'c': 20.625, 'd': 22.75}","{'a': 0.9999998807907104, 'b': 4.691163368875095e-08, 'c': 3.850741503441668e-09, 'd': 3.224186428951725e-08}",0.9999998807907104,a,,a,,,,,a
C1_17_UA_NI,C1_17,118,1,unambiguous,non-ironic,d,Her idea was innovative.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She had a novel idea.
Target utterance: She said: """"Truly ahead of its time.""""
What meaning is She most likely conveying?
a. Her idea was outdated.
b. She had arrived early.
c. She had the idea to redecorate her office.
d. Her idea was innovative.
Answer:
","d
","['b', 'c', 'd', 'a']",4,UA_NI,"{'a': 20.625, 'b': 18.875, 'c': 20.25, 'd': 35.75}","{'a': 2.6995769530913094e-07, 'b': 4.691161947789624e-08, 'c': 1.8553905078988464e-07, 'd': 0.9999995231628418}",0.9999995231628418,d,,a,,,,,d
C1_18_A_I,C1_18,272,1,ambiguous,ironic,b,"In his view, it was a stale approach he had seen many times before.",Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: It was a new approach. 
Target utterance: He said: """"How refreshingly innovative.""""
What meaning is He most likely conveying?
a. He found the approach genuinely new and creative.
b. In his view, it was a stale approach he had seen many times before.
c. Refreshments were served at the end of the presentation.
d. He researched new approaches for several months.
Answer:
","a
","['a', 'b', 'c', 'd']",4,A_I,"{'a': 38.25, 'b': 21.875, 'c': 20.0, 'd': 21.375}","{'a': 0.9999998807907104, 'b': 7.734421103577915e-08, 'c': 1.1861118309752783e-08, 'd': 4.691163368875095e-08}",0.9999998807907104,a,,a,,,,,a
C1_19_A_NI,C1_19,32,1,ambiguous,non-ironic,a,She found the tradition beautifully enduring and meaningful.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: The tradition was new.
Target utterance: She said: """"How wonderfully timeless.""""
What meaning is She most likely conveying?
a. She found the tradition beautifully enduring and meaningful.
b. She read about the tradition in a local history book.
c. To her, the tradition felt stale and long past its use.
d. The clock ticked for over a century.
Answer:
","a
","['a', 'd', 'b', 'c']",4,A_NI,"{'a': 38.0, 'b': 21.625, 'c': 19.5, 'd': 21.25}","{'a': 0.9999998807907104, 'b': 7.734421103577915e-08, 'c': 9.23744902792123e-09, 'd': 5.315784434856141e-08}",0.9999998807907104,a,,a,,,,,a
C1_20_UA_I,C1_20,125,1,unambiguous,ironic,d,She was disappointed with the smell of her car.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She bought a novel car.
Target utterance: She says: """"I just love the new car smell.""""
What meaning is She most likely conveying?
a. She took her car to the gas station.
b. She could smell what her husband was cooking.
c. She liked the smell of her car.
d. She was disappointed with the smell of her car.
Answer:
","c
","['d', 'c', 'a', 'b']",4,UA_I,"{'a': 17.5, 'b': 17.75, 'c': 30.375, 'd': 18.125}","{'a': 2.5612614535930334e-06, 'b': 3.2887251109059434e-06, 'c': 0.99998939037323, 'd': 4.785066266776994e-06}",0.99998939037323,c,,a,,,,,c
C1_21_UA_NI,C1_21,221,1,unambiguous,non-ironic,c,The birthday party was a great success.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She left the birthday party feeling miserable.
Target utterance: She says: """"Truly a night to remember.""""
What meaning is She most likely conveying?
a. The birthday party was a disappointment.
b. She planned her next birthday party.
c. The birthday party was a great success.
d. She had trouble remembering things.
Answer:
","c
","['b', 'd', 'a', 'c']",4,UA_NI,"{'a': 18.75, 'b': 18.125, 'c': 31.625, 'd': 18.75}","{'a': 2.561272140155779e-06, 'b': 1.370950258205994e-06, 'c': 0.9999935626983643, 'd': 2.561272140155779e-06}",0.9999935626983643,c,,a,,,,,c
C1_22_A_I,C1_22,146,1,ambiguous,ironic,d,"The wedding had been a dull, disappointing event from start to finish.",Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She left the wedding feeling sad.
Target utterance: She says: """"What a magical day.""""
What meaning is She most likely conveying?
a. The wedding was a beautiful and enchanting occasion.
b. The magician wowed all the guests at the reception.
c. She helped organise the flowers for the wedding beforehand.
d. The wedding had been a dull, disappointing event from start to finish.
Answer:
","a
","['a', 'c', 'd', 'b']",4,A_I,"{'a': 39.0, 'b': 22.25, 'c': 19.75, 'd': 22.0}","{'a': 0.9999998807907104, 'b': 5.315784434856141e-08, 'c': 4.363461592049589e-09, 'd': 4.139937104241653e-08}",0.9999998807907104,a,,a,,,,,a
C1_23_A_NI,C1_23,45,1,ambiguous,non-ironic,b,They had found the film dull from start to finish.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They left the cinema feeling sad.
Target utterance: They say: """"What a painfull film.""""
What meaning is They most likely conveying?
a. They went to the same cinema as always.
b. They had found the film dull from start to finish.
c. They had found the film funny from start to finish.
d. The injection was over quickly, but it was painful.
Answer:
","b
","['d', 'a', 'b', 'c']",4,A_NI,"{'a': 22.5, 'b': 36.5, 'c': 23.125, 'd': 22.875}","{'a': 8.315257673530141e-07, 'b': 0.9999964237213135, 'c': 1.5534945987383253e-06, 'd': 1.2098628303647274e-06}",0.9999964237213135,b,,a,,,,,b
C1_24_UA_I,C1_24,169,1,unambiguous,ironic,b,The message brought negative news.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She received a message and was miserable.
Target utterance: She says: """"These are amazing news.""""
What meaning is She most likely conveying?
a. What she read was news to her.
b. The message brought negative news.
c. She wanted to send a message.
d. The message brought good news.
Answer:
","d
","['c', 'b', 'd', 'a']",4,UA_I,"{'a': 19.25, 'b': 17.75, 'c': 18.875, 'd': 34.5}","{'a': 2.3823687911317393e-07, 'b': 5.3157833690420375e-08, 'c': 1.637376669805235e-07, 'd': 0.9999996423721313}",0.9999996423721313,d,,a,,,,,d
C1_25_UA_NI,C1_25,92,1,unambiguous,non-ironic,b,Her exam answers were impressively smart.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Her answers in the exam were idiotic.
Target utterance: She says: """"What a genius.""""
What meaning is She most likely conveying?
a. She had a high IQ.
b. Her exam answers were impressively smart.
c. Her exam answers were embarrassingly poor.
d. She studied for her next exam.
Answer:
","c
","['c', 'a', 'b', 'd']",4,UA_NI,"{'a': 18.0, 'b': 17.75, 'c': 30.0, 'd': 18.375}","{'a': 6.144090093584964e-06, 'b': 4.785022156283958e-06, 'c': 0.999980092048645, 'd': 8.939598046708852e-06}",0.999980092048645,c,,b,,,,,c
C1_26_A_I,C1_26,225,1,ambiguous,ironic,d,"As far as they were concerned, it was a poor suggestion.",Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: Their colleague's suggestion was stupid.
Target utterance: They said: """"We really had luck with that one.""""
What meaning is They most likely conveying?
a. They got lucky at the casino.
b. They thought that every project starts with a suggestion.
c. They were genuinely fortunate to have such a strong suggestion.
d. As far as they were concerned, it was a poor suggestion.
Answer:
","d
","['c', 'd', 'a', 'b']",4,A_I,"{'a': 20.0, 'b': 18.625, 'c': 19.75, 'd': 34.0}","{'a': 8.315273589687422e-07, 'b': 2.1024303009653522e-07, 'c': 6.475941631833848e-07, 'd': 0.9999983310699463}",0.9999983310699463,d,,b,,,,,d
C1_27_A_NI,C1_27,30,1,ambiguous,non-ironic,d,His argument was strong and well presented.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His argument in the debate was stupid.
Target utterance: She says: """"What a master of rhetoric.""""
What meaning is She most likely conveying?
a. His argument was weak and poorly constructed.
b. Sokrates was a master of rhetoric.
c. She had an argument with him that night.
d. His argument was strong and well presented.
Answer:
","a
","['b', 'c', 'd', 'a']",4,A_NI,"{'a': 38.5, 'b': 22.625, 'c': 20.5, 'd': 22.75}","{'a': 0.9999997615814209, 'b': 1.2751903000207676e-07, 'c': 1.522997550296168e-08, 'd': 1.4449798868554353e-07}",0.9999997615814209,a,,b,,,,,a
C1_28_UA_I,C1_28,47,1,unambiguous,ironic,d,She believed that his business plan would fail.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: His business plan was brilliant.
Target utterance: She says: """"We will make lots of money with this.""""
What meaning is He most likely conveying?
a. She believed that his business plan would be successful.
b. He asked a colleague for help with his business plan.
c. She was interested in making lots of money.
d. She believed that his business plan would fail.
Answer:
","a
","['a', 'd', 'c', 'b']",4,UA_I,"{'a': 39.75, 'b': 23.125, 'c': 20.75, 'd': 23.125}","{'a': 0.9999998807907104, 'b': 6.023573462243803e-08, 'c': 5.602795560832874e-09, 'd': 6.023573462243803e-08}",0.9999998807907104,a,,a,,,,,a
C1_29_UA_NI,C1_29,261,1,unambiguous,non-ironic,a,The restaurant visit was genuinely outstanding.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: After the restaurant visit he was starving.
Target utterance: He says: """"Best dinner ever.""""
What meaning is He most likely conveying?
a. The restaurant visit was genuinely outstanding.
b. The restaurant visit was a real disappointment.
c. He looked forward to this restaurant visit for weeks.
d. It was the best-reviewed dinner spot in the whole city.
Answer:
","a
","['a', 'b', 'd', 'c']",4,UA_NI,"{'a': 38.0, 'b': 21.5, 'c': 19.25, 'd': 21.0}","{'a': 0.9999998807907104, 'b': 6.825602838489431e-08, 'c': 7.194131956822503e-09, 'd': 4.139937104241653e-08}",0.9999998807907104,a,,a,,,,,a
